Product_ID,Product_Category,Monthly_Sales_Volume,Inventory_Levels,Reorder_Point,Lead_Time,Demand_Variance,Price_Per_Unit,Supplier_Reliability_Score,Days_to_Stock_out
P0023,Household,1888,787,107,9,0.4008195017352647,32.81700804431536,1,1.0
P0024,Household,1062,208,212,6,0.7938209833712397,36.61092367448468,3,1.3547667886536874
P0025,Personal Care,937,273,454,3,0.1959384278203946,30.184190756911136,2,1.3813061704102765
P0026,Personal Care,1806,691,352,13,0.1676240035622279,5.439688133863265,1,2.223869503066133
P0027,Personal Care,526,452,279,14,0.7553698805832431,19.690758870979636,7,1.1240298029879046
P0028,Food,725,429,306,8,0.5459421845855786,28.297023952312014,5,1.3710128315287842
P0029,Food,1800,718,402,9,0.7195621567849624,8.953992461517501,1,1.0
P0030,Food,1297,373,226,6,0.4913446047433716,20.778211904413133,6,1.343473246323611
P0031,Household,783,852,155,11,0.32176182991519614,6.494139895611495,5,3.345229616438144
P0032,Food,1378,367,313,7,0.8371920859067797,8.536032371975933,3,1.0
P0033,Household,1459,369,113,1,0.8194742910720814,22.861547429071823,7,1.0
P0034,Household,952,592,127,14,0.7252268237689841,10.972208931937715,10,1.0
P0035,Food,1519,994,177,5,0.34493062350696646,30.539338171770115,9,1.9176223697849055
P0036,Household,1315,833,315,5,0.6312076001821784,36.02592361117696,9,1.418305482901633
P0037,Food,1158,393,485,10,0.4248765072460241,41.026401459908726,9,1.0
P0038,Food,1046,716,464,14,0.18242386599397076,14.006760991016455,2,3.934455099229281
P0039,Personal Care,1715,228,253,4,0.9255822179160185,12.53671620165814,3,1.0
P0040,Food,1572,364,113,6,0.22313676782706526,9.705552815048012,7,1.1385643470067377
P0041,Personal Care,516,621,286,7,0.9552136184387222,33.63936122946365,5,1.6900175460646936
P0042,Food,1695,538,411,9,0.5014051956621601,36.79140769191055,2,1.0
P0043,Food,1743,847,470,1,0.2666196359547577,6.421376517153892,3,1.2653726882188159
P0044,Personal Care,657,695,106,6,0.5877108526405224,47.12955108096604,10,1.6154407293426514
P0045,Personal Care,976,564,102,7,0.8856512522887674,7.338707764316259,6,1.1575202445908077
P0046,Food,1569,541,210,3,0.759002397768605,29.35833508854817,7,1.0
P0047,Household,1896,699,337,8,0.8259050330753047,36.90772337529124,9,1.0
P0048,Personal Care,1017,856,462,5,0.6929050300396457,44.19361056857385,1,2.2362204177342457
P0049,Household,598,710,338,9,0.7230489080660673,37.13391194595925,7,1.0358331307470645
P0050,Household,1560,526,373,5,0.8642760864087874,41.07776373814063,8,1.5677425081813852
P0051,Household,779,416,393,9,0.32470120797326735,20.275258664426275,3,1.4696551774834243
P0052,Personal Care,1872,500,326,10,0.5404824672788264,41.66713011859305,4,1.274737396249367
P0053,Household,996,331,470,4,0.299088497637642,8.605168087310382,10,2.1756136924791383
P0054,Personal Care,801,269,114,9,0.9889012071969823,45.26674952272374,6,1.344339011842713
P0055,Household,680,451,291,5,0.949653405717952,29.64165692691813,10,1.186247854895
P0056,Food,1106,614,218,10,0.13548413023165531,41.77839964831222,7,4.897116402296429
P0057,Food,1622,986,127,9,0.7350176552641197,25.354322803323505,4,1.5623993222965957
P0058,Personal Care,1199,644,301,3,0.9327234856740992,33.96099628384363,8,1.0
P0059,Food,1492,381,138,4,0.2625178106146002,28.688119742125096,5,1.1472623712269279
P0060,Food,1639,366,372,9,0.6111507074973666,37.921528478989934,1,1.0
P0061,Household,690,290,330,10,0.9239394678292376,8.67334919137653,4,1.0
P0062,Personal Care,752,913,185,11,0.13055138072721897,7.715843779575371,3,9.456780633605879
P0063,Household,1480,730,225,6,0.7276782405221559,16.11964553045659,9,1.0
P0064,Household,1427,238,399,2,0.3676141066352957,12.179510605093476,8,1.1366833729859622
P0065,Household,1684,325,124,7,0.9319565758388774,44.23026049664907,1,1.0
P0066,Household,1779,650,244,2,0.973952420648831,14.864629431111995,6,1.2682083661975214
P0067,Household,1846,372,112,11,0.9498398402020906,48.91393651186091,9,1.0
P0068,Household,627,852,311,2,0.5267927949917174,20.160310629699808,7,2.1094059144949906
P0069,Household,517,953,124,11,0.8758383858903821,13.195306205991468,4,2.843706136648171
P0070,Personal Care,1065,419,167,1,0.8600944586815633,40.53643282141156,1,1.0
P0071,Food,1069,837,493,11,0.38719042591893005,34.64184989753943,2,2.3522008115741424
P0072,Household,1846,257,166,11,0.8460239267356096,27.418807240391253,5,1.717623513236268
P0073,Household,1185,859,332,12,0.13330687124394336,29.991359792193407,5,5.519123074514196
P0074,Household,1125,675,208,11,0.6366428906338477,37.36408002225187,8,1.0
P0075,Household,1811,655,245,3,0.30700795355893273,15.280463359908442,6,1.0887707804650504
P0076,Household,1353,560,210,6,0.20851019719955094,49.83502622255339,8,2.4937815205934317
P0077,Household,1461,200,327,8,0.16925788146628823,48.86569229660524,2,1.1031237728689314
P0078,Food,654,586,210,9,0.7266598982903257,34.26465588561216,3,1.0
P0079,Food,989,547,133,7,0.4058874673912596,13.979410291811531,6,1.6609752815270706
P0080,Household,1909,389,210,4,0.7522900943758853,35.61027090940811,10,1.3847657345254993
P0081,Food,1284,704,363,6,0.15882070671904813,8.248928404062912,3,3.2745803281930113
P0082,Personal Care,1627,390,468,5,0.38376130404754927,6.379362599261273,6,1.3051221878023729
P0083,Household,1916,707,335,8,0.5855421631378035,16.595729983004617,6,1.1225092977302336
P0084,Personal Care,745,568,182,1,0.8116508483550672,25.818033053269232,2,1.0
P0085,Personal Care,1699,608,141,1,0.38687725263886297,44.072262743377124,7,1.0
P0086,Household,1562,316,200,13,0.6633022387933082,37.72260813948386,2,1.5389769475528787
P0087,Food,1258,333,105,11,0.8973799734125684,38.42179345399914,6,1.3796054999599165
P0088,Personal Care,1037,257,279,6,0.6542768693640741,24.14720005016339,1,1.2919431471876563
P0089,Household,1420,755,381,10,0.3096635272782704,20.56707466461333,3,2.489256105671007
P0090,Personal Care,907,884,419,12,0.12196070340088422,21.696744334307123,2,8.464037128087947
P0091,Personal Care,1024,871,325,2,0.8830889865108369,49.444230368122604,7,1.3432830030757814
P0092,Personal Care,1327,372,414,5,0.11914246976534842,6.804913613561712,4,1.2462968836850665
P0093,Personal Care,1402,348,464,1,0.8872315054157794,44.01641732551018,8,1.598447475901208
P0094,Food,535,279,328,7,0.5760434206244908,31.040393385757703,6,1.0415402571410253
P0095,Personal Care,1184,412,476,1,0.9451609286616065,24.73769386353157,10,1.1562458401285693
P0096,Personal Care,519,402,388,4,0.8189049121962988,37.636594718681145,4,1.1596665948466929
P0097,Personal Care,820,963,249,9,0.9981406994800037,26.90010236411163,5,1.5634942275425376
P0098,Food,1011,428,376,1,0.41564063390653916,44.304045713674725,9,1.579619366186443
P0099,Personal Care,899,875,297,4,0.7904694600380142,45.53158388050663,7,1.5484188315515297
P0100,Personal Care,1153,426,169,6,0.46173782224831794,23.977441709305495,10,1.2376427946599458
P0101,Food,1471,858,211,6,0.5318880582735179,17.457250875577323,9,1.2123718575423228
P0102,Food,970,731,103,12,0.6647549168965331,31.6557647867013,7,1.0
P0103,Food,1666,640,449,13,0.8863094027677049,46.05635055275109,1,1.0
P0104,Personal Care,1615,601,430,8,0.9856751222793656,14.479798505254996,8,1.0
P0105,Food,1877,246,417,1,0.7914460724780664,33.03349626035673,4,1.6053697694695426
P0106,Food,1333,432,449,7,0.4759901039506004,33.42020990416343,3,1.3095185991431468
P0107,Personal Care,1226,504,194,1,0.4792213020493632,37.99008600868764,7,1.0
P0108,Food,1353,725,251,13,0.7638240714300023,10.920545830726692,3,1.0
P0109,Personal Care,550,342,410,14,0.3148994311914721,37.212123410693984,8,1.7776657331458365
P0110,Household,1074,614,236,7,0.1994267018182552,45.906463429953845,6,2.6607772627758943
P0111,Food,1713,712,346,3,0.4191599418766989,13.085739899160888,5,1.0
P0112,Household,1648,572,486,11,0.3585150924886735,15.689449621574493,4,1.0
P0113,Personal Care,649,765,342,8,0.36667730841039115,48.71277923187378,8,3.2291660452351225
P0114,Food,813,458,130,3,0.31024697594491896,13.14396287192704,8,2.353454409010877
P0115,Personal Care,1069,855,139,14,0.1378838706727257,43.447329201631064,1,5.5317821960503375
P0116,Household,1865,670,328,14,0.11608654126007244,27.152503540161565,9,3.246390593320932
P0117,Personal Care,804,211,135,13,0.9889501507624284,16.125398348142966,5,1.3671304585883626
P0118,Food,1181,529,322,1,0.4849958203622762,44.183745557263016,4,1.0
P0119,Food,1337,935,105,13,0.4458939824437135,25.038736475119947,6,1.5583825231719937
P0120,Household,1577,983,421,13,0.7116825544237628,28.166780926836058,6,1.0
P0121,Personal Care,1502,557,319,14,0.29642849907855773,21.165501622989456,2,2.0540827839976474
P0122,Food,943,607,174,8,0.9549650655552028,31.682788314571734,8,1.7812297534310573
P0123,Household,1112,867,103,3,0.8077105129739969,12.358574266326023,7,1.0
P0124,Food,1492,572,434,2,0.18046990208103358,22.598669149329233,1,2.317274347015094
P0125,Food,763,207,233,1,0.4758226982064355,48.62355450508794,5,1.5337996504062452
P0126,Personal Care,1576,321,217,14,0.8912064768059482,16.61600447155074,6,1.4241647501881651
P0127,Food,1503,547,468,3,0.9502588200622692,34.55314990435815,4,1.0407815174921828
P0128,Personal Care,504,875,193,2,0.5206613601248827,19.633552890111268,2,3.987713056284577
P0129,Food,1626,289,161,2,0.6520702502896369,39.80629065589703,4,1.0
P0130,Household,1719,847,293,6,0.2503305514828677,10.889314732325742,1,1.8167643372740547
P0131,Food,1273,897,434,12,0.9920517635232788,48.64194702853451,7,1.0
P0132,Personal Care,1376,515,302,1,0.3085045312450991,25.420529362263768,2,1.6044323505030982
P0133,Personal Care,1491,377,491,2,0.948458596721613,15.622270850590878,2,1.0
P0134,Household,1383,739,125,14,0.6846819840931316,8.307353629850569,9,1.0
P0135,Food,1873,931,272,6,0.6469631153909732,12.639105728939334,5,1.3088351841328745
P0136,Food,546,240,399,3,0.5614196599148578,28.389827685020794,2,1.3491249568889079
P0137,Household,1366,939,232,4,0.3076028305459828,20.165142939407886,9,1.7811642860676253
P0138,Food,1322,903,425,1,0.25887522880495745,42.299751464717424,9,3.1668805036160954
P0139,Food,1435,701,217,8,0.2984375881631578,24.389938564781268,1,1.8647088271266903
P0140,Personal Care,1155,344,423,13,0.2677944359298291,16.192142266443348,3,1.0
P0141,Food,768,400,374,7,0.801626026210078,32.77152439718135,4,1.0
P0142,Food,869,923,311,7,0.41511273325005715,36.80497475984507,7,2.5507695256204577
P0143,Household,1135,660,324,3,0.15205840890705674,12.516885855542743,10,4.249220886365106
P0144,Household,1629,931,119,10,0.9721923671267302,12.542864732974294,4,1.4378579312004902
P0145,Personal Care,1156,951,212,10,0.8954072964670832,6.650214212009434,2,1.1780834386124213
P0146,Food,619,757,239,3,0.9349770548756917,38.13809067795383,7,1.3323269786867085
P0147,Food,1330,746,146,14,0.9954170403817918,34.87120374298123,6,1.2558688345395026
P0148,Food,1581,452,100,2,0.2565057242975386,26.358389408741626,3,1.0
P0149,Personal Care,1869,589,189,12,0.4566178170123929,42.987670203613874,6,1.8434939315126957
P0150,Personal Care,1240,793,241,1,0.7824146281336821,41.255156882752395,6,1.8369692090612602
P0151,Household,1997,455,419,7,0.726418556248413,31.34094639785385,5,1.2144061573103488
P0152,Personal Care,616,908,137,7,0.23850631570586955,44.07220762309664,4,6.278888958238927
P0153,Food,1290,649,392,12,0.8342498124915559,14.26285445165457,10,1.0
P0154,Food,1650,209,481,2,0.3019965146529946,10.036382872897754,1,1.2643744228998304
P0155,Personal Care,1916,997,238,7,0.30143585334036077,17.138732518264533,10,1.3805955085032662
P0156,Food,1512,441,455,13,0.5832769806040722,7.568908524019168,6,1.0
P0157,Food,1581,450,432,8,0.6336459413575328,28.90262876004644,2,1.0
P0158,Personal Care,1133,204,358,1,0.62207758705403,47.14725615327327,3,1.0
P0159,Personal Care,1012,318,260,9,0.1823381536579794,6.770459330082934,8,1.8015214672554205
P0160,Food,1301,573,489,7,0.8897147763673423,10.494946130451206,10,1.1659858669767413
P0161,Food,1619,264,277,3,0.3390400383298355,25.348956272754588,6,1.0
P0162,Food,1641,345,109,8,0.21656342915452376,47.02437578875572,3,1.0709175835714517
P0163,Household,1059,423,360,7,0.8998732718820794,19.227024723953775,7,1.0
P0164,Household,987,438,237,11,0.960086348406778,27.82556639097766,4,1.0
P0165,Household,1760,376,271,13,0.8759148555389056,6.870778657267644,9,1.0
P0166,Personal Care,1396,978,485,8,0.8285644672523903,11.675444043293998,5,1.4064785561828246
P0167,Household,1795,481,112,6,0.6897177825751195,49.39835553314811,3,1.0
P0168,Personal Care,1712,262,267,9,0.5957716335482254,48.430341339622046,2,1.0
P0169,Personal Care,1203,416,229,5,0.17828808392026912,5.222299142048433,2,1.4049443795826275
P0170,Household,1970,994,183,3,0.4676078917636288,47.83153034404575,3,1.0
P0171,Household,1080,888,420,3,0.43541966531108256,33.760397201697515,2,1.648243064982243
P0172,Household,1289,660,418,1,0.3337784053842936,44.056323253401,4,1.8910692762269583
P0173,Food,1360,809,200,12,0.7510781023197265,25.46329350352366,2,1.0869580419168814
P0174,Household,746,304,428,8,0.5462881615708938,28.20182128606626,10,1.0
P0175,Food,1599,298,372,2,0.17294159431688316,26.99809611156141,9,1.1421590960726065
P0176,Personal Care,653,710,364,3,0.29816488175483025,35.008891589574695,2,3.402113869763734
P0177,Food,1958,584,498,8,0.7149328872936364,11.284306464034081,9,1.0
P0178,Household,1496,604,137,14,0.16851777354127018,6.348811544270507,6,2.787709437010249
P0179,Personal Care,1609,717,193,8,0.8660862226438918,18.856847371603592,1,1.5355622868923255
P0180,Personal Care,1196,675,194,14,0.5456318743125769,36.7106343231491,4,1.0
P0181,Personal Care,1808,908,404,11,0.5325279195939833,14.083405345532677,1,1.0
P0182,Food,1743,844,168,4,0.6331670061935658,35.30445949962128,6,1.0
P0183,Household,1592,970,417,4,0.8422128693326343,48.64604207482717,4,1.1756444047122707
P0184,Personal Care,1570,636,335,5,0.4130282871119738,9.225532210523827,3,1.8449467283131449
P0185,Personal Care,1508,222,433,6,0.7102145373031572,35.26709532013068,3,1.5798956226446528
P0186,Personal Care,593,764,472,5,0.6091587675962119,24.968759868705703,9,1.9265321447938522
P0187,Food,1457,876,475,14,0.3403254431524792,44.06640144698774,6,2.0378803766243543
P0188,Food,1511,913,236,7,0.8907669877196421,12.971740525132365,9,1.6271784342863564
P0189,Household,952,657,175,2,0.8176834194462352,36.168167850177404,5,1.204172582197389
P0190,Food,1727,282,134,7,0.6926066511925829,42.71518803416496,2,1.0
P0191,Personal Care,1411,344,100,10,0.8655235561848177,47.50763987633105,8,1.223000047333593
P0192,Household,717,284,395,7,0.8805647808638222,35.74616127303406,5,1.0
P0193,Personal Care,973,277,419,1,0.7375266790435313,27.37286438037923,2,1.0
P0194,Personal Care,931,656,159,7,0.8533119955273049,32.80312580905462,4,1.0
P0195,Food,840,200,419,5,0.7277243155023553,44.10072430154232,9,1.1535322582851215
P0196,Household,1050,250,448,3,0.7121266945842704,30.677438598747337,4,1.0
P0197,Food,1812,884,427,13,0.6567502403936659,6.367417686357658,4,1.0
P0198,Food,1777,916,366,3,0.7774449756018771,46.892691297814004,2,1.0
P0199,Household,856,971,460,4,0.24274459476376634,36.02870379642025,6,4.908000378860232
P0200,Personal Care,522,645,328,13,0.8927836832790356,35.443102359976095,2,2.341378069001973
P0201,Personal Care,1021,648,369,12,0.8846591749707088,14.705381857897272,7,1.506033932351929
P0202,Household,1623,687,415,2,0.12632255473110324,34.64984616046958,3,2.2087940475138184
P0203,Personal Care,1301,999,385,2,0.8432350755082864,22.72389825443713,3,1.119654233410173
P0204,Household,1703,233,390,1,0.21598288072610067,34.30548396686714,5,1.7146621313564272
P0205,Household,1746,547,312,5,0.4016069688332278,9.796686363859582,3,1.0
P0206,Food,1261,294,264,4,0.769157430662447,34.60303870713662,2,1.2757796351062118
P0207,Household,941,271,104,11,0.2446839064434774,49.973617659679995,10,1.0586729424857406
P0208,Food,1268,750,438,10,0.836170321707156,7.169541748725021,9,1.5751452654580804
P0209,Personal Care,1515,353,478,2,0.8489207601619677,48.97283828995928,2,1.2021285975067262
P0210,Personal Care,1848,449,177,3,0.5567209603847526,23.310858232529178,2,1.0
P0211,Personal Care,1015,873,161,7,0.10574728454515023,44.18390526517666,8,8.033102472638294
P0212,Personal Care,1539,637,231,7,0.3583343198574215,40.2073467826223,9,1.0842330745945181
P0213,Food,1291,317,188,12,0.655234226538168,30.51573174440005,7,1.0
P0214,Personal Care,835,970,336,4,0.9830675602246811,38.23021441630969,3,1.741316937058121
P0215,Household,757,505,141,5,0.6686321743150015,44.533200258560655,9,1.0
P0216,Household,996,467,188,5,0.3338232229577438,23.186314474296484,3,1.9060879194139146
P0217,Household,1395,253,395,6,0.6706051327896502,19.71649227034574,5,1.0
P0218,Food,659,435,427,14,0.58598684174427,35.04170235036131,9,1.2382160809745926
P0219,Personal Care,1998,588,394,9,0.8018608556360293,41.35306738735664,3,1.036188793140517
P0220,Personal Care,1351,933,203,2,0.19628257494426257,39.30283106494771,7,3.5074919519825545
P0221,Personal Care,1189,962,113,5,0.7849251122518252,40.901614198638555,1,1.023976233558946
P0222,Food,879,600,387,12,0.5871399208084993,24.601249166581987,4,1.8912537055436989
P0223,Household,1456,823,278,3,0.9666928034730952,41.802539727875974,4,1.4212249624530724
P0224,Household,1190,966,224,4,0.4076849494348175,10.40940749167738,7,1.8097990694098849
P0225,Personal Care,1950,502,452,10,0.6693597038205533,29.50200940823823,8,1.7913936270610455
P0226,Household,1791,406,122,6,0.9388252949590157,5.259139722415471,1,1.1373405369964265
P0227,Household,1940,428,162,12,0.19225875519161134,19.606362345512164,5,1.3263206344432004
P0228,Food,1691,777,242,8,0.943505638512806,21.490769069212906,7,1.0
P0229,Food,1566,274,252,1,0.719097150070732,22.827771122416493,4,1.0
P0230,Food,784,634,244,10,0.16105335319465472,36.2960243010438,4,4.676900884878798
P0231,Food,896,302,324,14,0.37086721025213465,22.48511455716556,4,1.0430364324968375
P0232,Personal Care,511,621,408,8,0.7373548797807534,25.19121301801388,6,1.9675316974569412
P0233,Food,1825,903,203,11,0.16061554132189454,15.689485889344736,7,3.264230369703133
P0234,Household,1776,963,203,14,0.6239534141586459,21.796330623320305,2,1.7940220780347909
P0235,Personal Care,998,937,138,7,0.41129475125766113,15.227133226841817,5,1.8388580190561286
P0236,Household,1253,505,297,1,0.6588239659907293,8.293816569579963,4,1.057434521769441
P0237,Household,534,297,233,2,0.14116783043126158,32.155186702162005,3,3.298378199993908
P0238,Household,1226,997,166,3,0.8843831255371386,35.06957593497573,7,1.0
P0239,Food,1348,534,490,1,0.9761400722596573,32.87706557043265,6,1.632289188669232
P0240,Food,589,634,278,14,0.9719900697571223,25.857231971025755,7,1.0
P0241,Personal Care,1275,646,141,9,0.7746866485686322,22.09036010806534,5,1.0
P0242,Personal Care,1104,507,114,8,0.21707761611756876,43.850014230732135,6,1.0505642324850404
P0243,Food,1469,448,210,2,0.7824368763361204,28.35868033112981,5,1.0
P0244,Household,1521,365,256,13,0.12212822481292136,26.563184493337893,7,1.8622922270612456
P0245,Personal Care,917,680,388,9,0.11991119637609754,6.153892961289606,2,5.505446041095903
P0246,Food,614,534,330,7,0.3912491972345872,20.356152243177036,5,2.0915057492303335
P0247,Food,1116,741,256,9,0.5397788713641992,22.108802845363567,6,1.8654090553786626
P0248,Food,1719,958,137,6,0.7933666760270138,22.947025140360523,6,1.0
P0249,Household,1325,305,196,6,0.7149658389458546,31.107756615229953,5,1.0
P0250,Food,1598,762,388,11,0.5013124357390735,29.01211460270953,10,1.0
P0251,Food,912,280,353,14,0.3462639996534993,32.35572917570501,7,1.0
P0252,Food,1899,332,295,4,0.99741205014194,39.41974676939577,10,1.2677887234442144
P0253,Food,1943,996,185,10,0.48356317201237564,41.584358242224205,8,1.0844013806274593
P0254,Personal Care,1228,337,421,10,0.506248321896708,37.31553843019225,7,1.4784284396377871
P0255,Personal Care,1800,383,109,13,0.24726143907250228,47.99856631797206,5,2.0099189458271276
P0256,Food,1520,600,104,13,0.8153285938749364,5.820466220436273,1,1.0
P0257,Household,1260,529,222,2,0.7243140032033397,13.810009355759574,5,1.1900393542208867
P0258,Personal Care,1175,984,429,7,0.29869265150988433,5.340329374016395,10,2.2443977701016955
P0259,Food,1917,707,452,5,0.17414294105425843,34.13636213695713,2,2.512281258559504
P0260,Personal Care,956,268,217,11,0.7124493718672418,45.41137470274941,5,1.0
P0261,Personal Care,1419,745,393,6,0.6890600928530217,15.956703345933468,5,1.0136613804320866
P0262,Household,691,973,496,2,0.3459335742983884,46.7165545158338,2,3.4288580464343466
P0263,Food,1238,252,258,5,0.9557772060253693,7.712032563030238,5,1.0
P0264,Food,1622,649,402,10,0.23595210260281022,47.04962120624814,4,1.7406130242889593
P0265,Household,1477,404,327,4,0.4891013209383417,20.82302092578355,1,1.6780390734033541
P0266,Household,1508,325,464,9,0.949254328150839,9.563937280214743,3,1.0
P0267,Food,595,946,315,6,0.4777545852335101,26.864229163384653,1,3.052546851014997
P0268,Food,1162,242,283,2,0.6746733528976769,16.554945547422857,5,1.4721448210911408
P0269,Household,1713,951,114,1,0.45783495816651487,17.819280588286528,4,1.0
P0270,Personal Care,536,310,256,5,0.346793682113803,18.828048421682894,7,2.23892251859385
P0271,Personal Care,1892,960,235,9,0.9855798831638454,41.13616540246986,5,1.0
P0272,Household,778,862,360,6,0.4684006056835387,29.262257450386453,10,2.5169921361514755
P0273,Personal Care,716,382,256,10,0.904689283311221,19.008846462020166,4,1.1837611512546853
P0274,Household,1366,294,146,12,0.30695914530197754,32.46502024899132,2,1.0
P0275,Personal Care,1372,573,423,7,0.29179423362257495,37.22678034004371,4,1.626220782082131
P0276,Personal Care,1796,719,431,5,0.12802067459606023,17.26808003300902,2,2.7409199835747793
P0277,Food,561,559,272,10,0.6865001428382965,23.609709568640817,8,1.200419335948792
P0278,Food,1095,895,229,6,0.43167370935138505,10.48487420016264,3,2.1727931970357157
P0279,Personal Care,1228,480,194,5,0.8779224248556733,13.151720729060614,9,1.1466969778209515
P0280,Personal Care,1865,394,214,11,0.5258889160224015,35.65030342842422,4,1.0
P0281,Food,896,394,342,9,0.9713740851232495,13.164725646303213,6,1.0
P0282,Food,1198,866,391,6,0.266972964132809,28.63235226501771,10,2.2030787440884074
P0283,Food,1542,292,381,11,0.8817608511600497,36.907081777509475,5,1.1383545219524922
P0284,Household,676,871,398,8,0.7989371675125676,9.809461539263474,10,1.9787897681485656
P0285,Personal Care,895,260,382,2,0.7938296601796468,30.529049883300658,1,1.0
P0286,Food,944,833,168,12,0.8603049053051989,16.54532526656137,9,1.0
P0287,Personal Care,1756,250,247,13,0.784921591848699,48.33170938569109,1,1.0670925870888597
P0288,Household,575,602,110,9,0.6635982894682738,26.759554102396613,8,1.634090164645758
P0289,Household,764,988,353,5,0.21812038991414884,41.26966473988212,9,5.116828499744325
P0290,Food,954,204,429,7,0.12927356154212674,29.76019439703178,9,1.7349208019983866
P0291,Household,1217,665,459,10,0.9287630630341182,6.953563978466862,1,1.0
P0292,Personal Care,1234,803,137,13,0.6549852830686642,33.491811901731005,2,1.820523314864479
P0293,Food,1907,881,233,1,0.8168835618785587,47.813150399299566,1,1.1245992713678281
P0294,Personal Care,1350,733,299,10,0.533370116361295,32.0725319065849,10,1.2287220718994785
P0295,Personal Care,1890,604,122,5,0.20557737006615504,41.86349867420556,2,1.7782122315728133
P0296,Household,643,712,402,12,0.2126672129822954,44.78929085067835,10,4.599807354690889
P0297,Household,1384,844,445,14,0.7170087585060743,15.263589737701961,8,1.9719384465543017
P0298,Household,1592,432,401,10,0.48727530540951647,14.5420177958702,5,1.0
P0299,Household,1622,723,462,14,0.28047225403030307,32.49414449829463,7,1.9871210482990254
P0300,Household,895,545,495,2,0.5424350920672932,23.49628114130171,2,1.431933652133054
